comuna_nom;region;election;mujer;party;votop;comuna_dom;year;n
"Conchalí";13;2004;0;"PPD";.54;"CONCHALI";2007;2
"Conchalí";13;2004;0;"PPD";.54;"CONCHALI";2005;3
"Conchalí";13;2004;0;"PPD";.54;"CONCHALI";2008;4
"Conchalí";13;2008;0;"RN";.43;"CONCHALI";2009;1
"Conchalí";13;2008;0;"RN";.43;"CONCHALI";2010;2
"Conchalí";13;2008;0;"RN";.43;"CONCHALI";2011;3
"Conchalí";13;2012;0;"PPD";.51;"CONCHALI";2012;1
"Concón";5;2004;0;"IND";.38;"CONCON";2006;1
"Concón";5;2004;0;"IND";.38;"CONCON";2005;2
"Concón";5;2004;0;"IND";.38;"CONCON";2007;3
"Concón";5;2004;0;"IND";.38;"CONCON";2008;4
"Concón";5;2008;0;"IND";.42;"CONCON";2009;1
"Concón";5;2008;0;"IND";.42;"CONCON";2010;2
"Concón";5;2008;0;"IND";.42;"CONCON";2011;3
"Concón";5;2012;0;"IND";.4;"CONCON";2012;1
"Constitución";7;2004;0;"PDC";.44;"CONSTITUCION";2007;1
"Constitución";7;2004;0;"PDC";.44;"CONSTITUCION";2005;2
"Constitución";7;2004;0;"PDC";.44;"CONSTITUCION";2008;3
"Constitución";7;2004;0;"PDC";.44;"CONSTITUCION";2006;4
"Constitución";7;2008;0;"IND";.3;"CONSTITUCION";2009;1
"Constitución";7;2008;0;"IND";.3;"CONSTITUCION";2010;2
"Constitución";7;2008;0;"IND";.3;"CONSTITUCION";2011;3
"Constitución";7;2012;0;"IND";.5;"CONSTITUCION";2012;1
"Contulmo";8;2004;0;"UDI";.48;"CONTULMO";2005;1
"Contulmo";8;2004;0;"UDI";.48;"CONTULMO";2006;2
"Contulmo";8;2004;0;"UDI";.48;"CONTULMO";2007;3
"Contulmo";8;2004;0;"UDI";.48;"CONTULMO";2008;4
"Contulmo";8;2008;0;"UDI";.61;"CONTULMO";2009;1
"Contulmo";8;2008;0;"UDI";.61;"CONTULMO";2010;2
"Contulmo";8;2008;0;"UDI";.61;"CONTULMO";2011;3
"Contulmo";8;2012;0;"PS";.39;"CONTULMO";2012;1
"Copiapó";3;2004;0;"PS";.5;"COPIAPO";2005;1
"Copiapó";3;2004;0;"PS";.5;"COPIAPO";2008;2
"Copiapó";3;2004;0;"PS";.5;"COPIAPO";2007;3
"Copiapó";3;2004;0;"PS";.5;"COPIAPO";2006;4
"Copiapó";3;2008;0;"IND";.38;"COPIAPO";2009;1
"Copiapó";3;2008;0;"IND";.38;"COPIAPO";2010;2
"Copiapó";3;2008;0;"IND";.38;"COPIAPO";2011;3
"Copiapó";3;2012;0;"IND";.51;"COPIAPO";2012;1
"Coquimbo";4;2004;0;"PDC";.76;"COQUIMBO";2006;1
"Coquimbo";4;2004;0;"PDC";.76;"COQUIMBO";2008;2
"Coquimbo";4;2004;0;"PDC";.76;"COQUIMBO";2005;3
"Coquimbo";4;2004;0;"PDC";.76;"COQUIMBO";2007;4
"Coquimbo";4;2008;0;"DC";.55;"COQUIMBO";2009;1
"Coquimbo";4;2008;0;"DC";.55;"COQUIMBO";2010;2
"Coquimbo";4;2008;0;"DC";.55;"COQUIMBO";2011;3
"Coquimbo";4;2012;0;"DC";.46;"COQUIMBO";2012;1
"Coronel";8;2004;0;"PS";.6;"CORONEL";2008;1
"Coronel";8;2004;0;"PS";.6;"CORONEL";2007;2
"Coronel";8;2004;0;"PS";.6;"CORONEL";2006;3
"Coronel";8;2004;0;"PS";.6;"CORONEL";2005;4
"Coronel";8;2008;0;"IND";.42;"CORONEL";2009;1
"Coronel";8;2008;0;"IND";.42;"CORONEL";2010;2
"Coronel";8;2008;0;"IND";.42;"CORONEL";2011;3
"Coronel";8;2012;0;"IND";.45;"CORONEL";2012;1
"Corral";10;2004;0;"PPD";.45;"CORRAL";2007;1
"Corral";10;2004;0;"PPD";.45;"CORRAL";2008;2
"Corral";10;2004;0;"PPD";.45;"CORRAL";2005;3
"Corral";10;2004;0;"PPD";.45;"CORRAL";2006;4
"Corral";10;2008;0;"IND";.55;"CORRAL";2009;1
"Corral";10;2008;0;"IND";.55;"CORRAL";2010;2
"Corral";10;2008;0;"IND";.55;"CORRAL";2011;3
"Corral";10;2012;0;"IND";.54;"CORRAL";2012;1
"Cunco";9;2004;0;"UDI";.55;"CUNCO";2007;1
"Cunco";9;2004;0;"UDI";.55;"CUNCO";2005;2
"Cunco";9;2004;0;"UDI";.55;"CUNCO";2008;3
"Cunco";9;2004;0;"UDI";.55;"CUNCO";2006;4
"Cunco";9;2008;0;"UDI";.45;"CUNCO";2009;1
"Cunco";9;2008;0;"UDI";.45;"CUNCO";2010;2
"Cunco";9;2008;0;"UDI";.45;"CUNCO";2011;3
"Cunco";9;2012;0;"PPD";.39;"CUNCO";2012;1
"Curacautín";9;2004;0;"RN";.55;"CURACAUTIN";2005;1
"Curacautín";9;2004;0;"RN";.55;"CURACAUTIN";2008;2
"Curacautín";9;2004;0;"RN";.55;"CURACAUTIN";2006;3
"Curacautín";9;2004;0;"RN";.55;"CURACAUTIN";2007;4
"Curacautín";9;2008;0;"IND";.46;"CURACAUTIN";2009;1
"Curacautín";9;2008;0;"IND";.46;"CURACAUTIN";2010;2
"Curacautín";9;2008;0;"IND";.46;"CURACAUTIN";2011;3
"Curacautín";9;2012;0;"IND";.72;"CURACAUTIN";2012;1
"Curacaví";13;2004;0;"UDI";.45;"CURACAVI";2008;1
"Curacaví";13;2004;0;"UDI";.45;"CURACAVI";2005;2
"Curacaví";13;2004;0;"UDI";.45;"CURACAVI";2006;3
"Curacaví";13;2004;0;"UDI";.45;"CURACAVI";2007;4
"Curacaví";13;2008;0;"UDI";.51;"CURACAVI";2009;1
"Curacaví";13;2008;0;"UDI";.51;"CURACAVI";2010;2
"Curacaví";13;2008;0;"UDI";.51;"CURACAVI";2011;3
"Curacaví";13;2012;0;"IND";.64;"CURACAVI";2012;1
"Curaco de Vélez";10;2004;0;"PDC";.74;"CURACO DE VELEZ";2006;1
"Curaco de Vélez";10;2004;0;"PDC";.74;"CURACO DE VELEZ";2007;2
"Curaco de Vélez";10;2004;0;"PDC";.74;"CURACO DE VELEZ";2005;3
"Curaco de Vélez";10;2004;0;"PDC";.74;"CURACO DE VELEZ";2008;4
"Curaco de Vélez";10;2008;0;"DC";.69;"CURACO DE VELEZ";2009;1
"Curaco de Vélez";10;2008;0;"DC";.69;"CURACO DE VELEZ";2010;2
"Curaco de Vélez";10;2008;0;"DC";.69;"CURACO DE VELEZ";2011;3
"Curaco de Vélez";10;2012;0;"DC";.67;"CURACO DE VELEZ";2012;1
"Curanilahue";8;2004;0;"PDC";.58;"CURANILAHUE";2006;1
"Curanilahue";8;2004;0;"PDC";.58;"CURANILAHUE";2005;2
"Curanilahue";8;2004;0;"PDC";.58;"CURANILAHUE";2007;3
"Curanilahue";8;2004;0;"PDC";.58;"CURANILAHUE";2008;4
"Curanilahue";8;2008;0;"DC";.34;"CURANILAHUE";2009;1
"Curanilahue";8;2008;0;"DC";.34;"CURANILAHUE";2010;2
"Curanilahue";8;2008;0;"DC";.34;"CURANILAHUE";2011;3
"Curanilahue";8;2012;0;"IND";.5;"CURANILAHUE";2012;1
"Curarrehue";9;2004;0;"PPD";.55;"CURARREHUE";2007;1
"Curarrehue";9;2004;0;"PPD";.55;"CURARREHUE";2005;2
"Curarrehue";9;2004;0;"PPD";.55;"CURARREHUE";2008;3
"Curarrehue";9;2004;0;"PPD";.55;"CURARREHUE";2006;4
"Curarrehue";9;2008;0;"RN";.47;"CURARREHUE";2009;1
"Curarrehue";9;2008;0;"RN";.47;"CURARREHUE";2010;2
"Curarrehue";9;2008;0;"RN";.47;"CURARREHUE";2011;3
"Curarrehue";9;2012;0;"PPD";.56;"CURARREHUE";2012;1
"Curepto";7;2004;0;"RN";.52;"CUREPTO";2008;1
"Curepto";7;2004;0;"RN";.52;"CUREPTO";2005;2
"Curepto";7;2004;0;"RN";.52;"CUREPTO";2006;3
"Curepto";7;2004;0;"RN";.52;"CUREPTO";2007;4
"Curepto";7;2008;0;"RN";.57;"CUREPTO";2009;1
"Curepto";7;2008;0;"RN";.57;"CUREPTO";2010;2
"Curepto";7;2008;0;"RN";.57;"CUREPTO";2011;3
"Curepto";7;2012;0;"IND";.63;"CUREPTO";2012;1
"Curicó";7;2004;0;"UDI";.59;"CURICO";2006;1
"Curicó";7;2004;0;"UDI";.59;"CURICO";2008;2
"Curicó";7;2004;0;"UDI";.59;"CURICO";2005;3
"Curicó";7;2004;0;"UDI";.59;"CURICO";2007;4
"Curicó";7;2008;0;"UDI";.48;"CURICO";2009;1
"Curicó";7;2008;0;"UDI";.48;"CURICO";2010;2
"Curicó";7;2008;0;"UDI";.48;"CURICO";2011;3
"Curicó";7;2012;0;"DC";.61;"CURICO";2012;1
"Dalcahue";10;2004;0;"RN";.51;"DALCAHUE";2006;1
"Dalcahue";10;2004;0;"RN";.51;"DALCAHUE";2008;2
"Dalcahue";10;2004;0;"RN";.51;"DALCAHUE";2005;3
"Dalcahue";10;2004;0;"RN";.51;"DALCAHUE";2007;4
"Dalcahue";10;2008;0;"DC";.62;"DALCAHUE";2009;1
"Dalcahue";10;2008;0;"DC";.62;"DALCAHUE";2010;2
"Dalcahue";10;2008;0;"DC";.62;"DALCAHUE";2011;3
"Dalcahue";10;2012;0;"RN";.43;"DALCAHUE";2012;1
"Diego de Almagro";3;2004;0;"PC";.52;"DIEGO DE ALMAGRO";2005;1
"Diego de Almagro";3;2004;0;"PC";.52;"DIEGO DE ALMAGRO";2006;2
"Diego de Almagro";3;2004;0;"PC";.52;"DIEGO DE ALMAGRO";2008;3
"Diego de Almagro";3;2004;0;"PC";.52;"DIEGO DE ALMAGRO";2007;4
"Diego de Almagro";3;2008;0;"PCCh";.57;"DIEGO DE ALMAGRO";2009;1
"Diego de Almagro";3;2008;0;"PCCh";.57;"DIEGO DE ALMAGRO";2010;2
"Diego de Almagro";3;2008;0;"PCCh";.57;"DIEGO DE ALMAGRO";2011;3
"Diego de Almagro";3;2012;0;"PCCH";.52;"DIEGO DE ALMAGRO";2012;1
"Doñihue";6;2004;0;"IND";.64;"DOÑIHUE";2007;1
"Doñihue";6;2004;0;"IND";.64;"DOÑIHUE";2005;2
"Doñihue";6;2004;0;"IND";.64;"DOÑIHUE";2008;3
"Doñihue";6;2004;0;"IND";.64;"DOÑIHUE";2006;4
"Doñihue";6;2008;0;"PPD";.52;"DOÑIHUE";2009;1
"Doñihue";6;2008;0;"PPD";.52;"DOÑIHUE";2010;2
"Doñihue";6;2008;0;"PPD";.52;"DOÑIHUE";2011;3
"Doñihue";6;2012;0;"PPD";.49;"DOÑIHUE";2012;1
"El Bosque";13;2004;0;"PS";.47;"EL BOSQUE";2008;1
"El Bosque";13;2004;0;"PS";.47;"EL BOSQUE";2007;2
"El Bosque";13;2004;0;"PS";.47;"EL BOSQUE";2005;3
"El Bosque";13;2004;0;"PS";.47;"EL BOSQUE";2006;4
"El Bosque";13;2008;0;"PS";.46;"EL BOSQUE";2009;1
"El Bosque";13;2008;0;"PS";.46;"EL BOSQUE";2010;2
"El Bosque";13;2008;0;"PS";.46;"EL BOSQUE";2011;3
"El Bosque";13;2012;0;"PS";.66;"EL BOSQUE";2012;1
"El Carmen";8;2004;0;"PDC";.45;"EL CARMEN";2007;1
"El Carmen";8;2004;0;"PDC";.45;"EL CARMEN";2005;2
"El Carmen";8;2004;0;"PDC";.45;"EL CARMEN";2006;3
"El Carmen";8;2004;0;"PDC";.45;"EL CARMEN";2008;4
"El Carmen";8;2008;0;"IND";.44;"EL CARMEN";2009;1
"El Carmen";8;2008;0;"IND";.44;"EL CARMEN";2010;2
"El Carmen";8;2008;0;"IND";.44;"EL CARMEN";2011;3
"El Carmen";8;2012;0;"DC";.61;"EL CARMEN";2012;1
"El Monte";13;2004;0;"PS";.55;"EL MONTE";2008;1
"El Monte";13;2004;0;"PS";.55;"EL MONTE";2005;2
"El Monte";13;2004;0;"PS";.55;"EL MONTE";2006;3
"El Monte";13;2004;0;"PS";.55;"EL MONTE";2007;4
"El Monte";13;2008;0;"RN";.54;"EL MONTE";2009;1
"El Monte";13;2008;0;"RN";.54;"EL MONTE";2010;2
"El Monte";13;2008;0;"RN";.54;"EL MONTE";2011;3
"El Monte";13;2012;0;"PS";.51;"EL MONTE";2012;1
"El Quisco";5;2004;0;"PDC";.54;"EL QUISCO";2005;1
"El Quisco";5;2004;0;"PDC";.54;"EL QUISCO";2006;2
"El Quisco";5;2004;0;"PDC";.54;"EL QUISCO";2008;3
"El Quisco";5;2004;0;"PDC";.54;"EL QUISCO";2007;4
"El Quisco";5;2008;1;"DC";.42;"EL QUISCO";2009;1
"El Quisco";5;2008;1;"DC";.42;"EL QUISCO";2010;2
"El Quisco";5;2008;1;"DC";.42;"EL QUISCO";2011;3
"El Quisco";5;2012;1;"DC";.57;"EL QUISCO";2012;1
"El Tabo";5;2004;0;"UDI";.6;"EL TABO";2007;1
"El Tabo";5;2004;0;"UDI";.6;"EL TABO";2005;2
"El Tabo";5;2004;0;"UDI";.6;"EL TABO";2008;3
"El Tabo";5;2004;0;"UDI";.6;"EL TABO";2006;4
"El Tabo";5;2008;0;"IND";.49;"EL TABO";2009;1
"El Tabo";5;2008;0;"IND";.49;"EL TABO";2010;2
"El Tabo";5;2008;0;"IND";.49;"EL TABO";2011;3
"El Tabo";5;2012;0;"PPD";.48;"EL TABO";2012;1
"Empedrado";7;2004;0;"UDI";.62;"EMPEDRADO";2006;1
"Empedrado";7;2004;0;"UDI";.62;"EMPEDRADO";2008;2
"Empedrado";7;2004;0;"UDI";.62;"EMPEDRADO";2007;3
"Empedrado";7;2004;0;"UDI";.62;"EMPEDRADO";2005;4
"Empedrado";7;2008;0;"IND";.55;"EMPEDRADO";2009;1
"Empedrado";7;2008;0;"IND";.55;"EMPEDRADO";2010;2
"Empedrado";7;2008;0;"IND";.55;"EMPEDRADO";2011;3
"Empedrado";7;2012;0;"UDI";.47;"EMPEDRADO";2012;1
"Ercilla";9;2004;0;"PS";.39;"ERCILLA";2006;1
"Ercilla";9;2004;0;"PS";.39;"ERCILLA";2008;2
"Ercilla";9;2004;0;"PS";.39;"ERCILLA";2005;3
"Ercilla";9;2004;0;"PS";.39;"ERCILLA";2007;4
"Ercilla";9;2008;0;"IND";.3;"ERCILLA";2009;1
"Ercilla";9;2008;0;"IND";.3;"ERCILLA";2010;2
"Ercilla";9;2008;0;"IND";.3;"ERCILLA";2011;3
"Ercilla";9;2012;0;"UDI";.39;"ERCILLA";2012;1
"Estación Central";13;2004;0;"UDI";.4;"ESTACION CENTRAL";2007;1
"Estación Central";13;2004;0;"UDI";.4;"ESTACION CENTRAL";2008;2
"Estación Central";13;2004;0;"UDI";.4;"ESTACION CENTRAL";2005;3
"Estación Central";13;2004;0;"UDI";.4;"ESTACION CENTRAL";2006;4
"Estación Central";13;2008;0;"UDI";.36;"ESTACION CENTRAL";2009;1
"Estación Central";13;2008;0;"UDI";.36;"ESTACION CENTRAL";2010;2
"Estación Central";13;2008;0;"UDI";.36;"ESTACION CENTRAL";2011;3
"Estación Central";13;2012;0;"UDI";.49;"ESTACION CENTRAL";2012;1
"Florida";8;2004;0;"PS";.37;"FLORIDA";2008;1
"Florida";8;2004;0;"PS";.37;"FLORIDA";2007;2
"Florida";8;2004;0;"PS";.37;"FLORIDA";2005;3
"Florida";8;2004;0;"PS";.37;"FLORIDA";2006;4
"Florida";8;2008;0;"IND";.26;"FLORIDA";2009;1
"Florida";8;2008;0;"IND";.26;"FLORIDA";2010;2
"Florida";8;2008;0;"IND";.26;"FLORIDA";2011;3
"Florida";8;2012;0;"DC";.31;"FLORIDA";2012;1
"Freire";9;2004;1;"RN";.44;"FREIRE";2005;1
"Freire";9;2004;1;"RN";.44;"FREIRE";2008;2
"Freire";9;2004;1;"RN";.44;"FREIRE";2006;3
"Freire";9;2004;1;"RN";.44;"FREIRE";2007;4
"Freire";9;2008;0;"DC";.49;"FREIRE";2009;1
"Freire";9;2008;0;"DC";.49;"FREIRE";2010;2
"Freire";9;2008;0;"DC";.49;"FREIRE";2011;3
"Freire";9;2012;0;"RN";.5;"FREIRE";2012;1
"Freirina";3;2004;0;"PDC";.39;"FREIRINA";2005;1
"Freirina";3;2004;0;"PDC";.39;"FREIRINA";2006;2
"Freirina";3;2004;0;"PDC";.39;"FREIRINA";2007;3
"Freirina";3;2004;0;"PDC";.39;"FREIRINA";2008;4
"Freirina";3;2008;0;"RN";.37;"FREIRINA";2009;1
"Freirina";3;2008;0;"RN";.37;"FREIRINA";2010;2
"Freirina";3;2008;0;"RN";.37;"FREIRINA";2011;3
"Freirina";3;2012;0;"PS";.52;"FREIRINA";2012;1
"Fresia";10;2004;0;"RN";.53;"FRESIA";2008;1
"Fresia";10;2004;0;"RN";.53;"FRESIA";2006;2
"Fresia";10;2004;0;"RN";.53;"FRESIA";2007;3
"Fresia";10;2004;0;"RN";.53;"FRESIA";2005;4
"Fresia";10;2008;0;"PS";.45;"FRESIA";2009;1
"Fresia";10;2008;0;"PS";.45;"FRESIA";2010;2
"Fresia";10;2008;0;"PS";.45;"FRESIA";2011;3
"Fresia";10;2012;0;"IND";.54;"FRESIA";2012;1
"Frutillar";10;2004;0;"PS";.5;"FRUTILLAR";2007;1
"Frutillar";10;2004;0;"PS";.5;"FRUTILLAR";2008;2
"Frutillar";10;2004;0;"PS";.5;"FRUTILLAR";2005;3
"Frutillar";10;2004;0;"PS";.5;"FRUTILLAR";2006;4
"Frutillar";10;2008;0;"PS";.72;"FRUTILLAR";2009;1
"Frutillar";10;2008;0;"PS";.72;"FRUTILLAR";2010;2
"Frutillar";10;2008;0;"PS";.72;"FRUTILLAR";2011;3
"Frutillar";10;2012;0;"PS";.55;"FRUTILLAR";2012;1
"Futaleufú";10;2004;0;"PDC";.6;"FUTALEUFU";2006;1
"Futaleufú";10;2004;0;"PDC";.6;"FUTALEUFU";2005;2
"Futaleufú";10;2004;0;"PDC";.6;"FUTALEUFU";2008;3
"Futaleufú";10;2004;0;"PDC";.6;"FUTALEUFU";2007;4
"Futaleufú";10;2008;0;"DC";.46;"FUTALEUFU";2009;1
"Futaleufú";10;2008;0;"DC";.46;"FUTALEUFU";2010;2
"Futaleufú";10;2008;0;"DC";.46;"FUTALEUFU";2011;3
"Futaleufú";10;2012;0;"DC";.45;"FUTALEUFU";2012;1
"Futrono";10;2004;0;"UDI";.52;"FUTRONO";2006;1
"Futrono";10;2004;0;"UDI";.52;"FUTRONO";2005;2
"Futrono";10;2004;0;"UDI";.52;"FUTRONO";2008;3
"Futrono";10;2004;0;"UDI";.52;"FUTRONO";2007;4
"Futrono";10;2008;0;"UDI";.51;"FUTRONO";2009;1
"Futrono";10;2008;0;"UDI";.51;"FUTRONO";2010;2
"Futrono";10;2008;0;"UDI";.51;"FUTRONO";2011;3
"Futrono";10;2012;1;"PPD";.56;"FUTRONO";2012;1
"Galvarino";9;2004;0;"PDC";.51;"GALVARINO";2006;1
"Galvarino";9;2004;0;"PDC";.51;"GALVARINO";2005;2
"Galvarino";9;2004;0;"PDC";.51;"GALVARINO";2008;3
"Galvarino";9;2004;0;"PDC";.51;"GALVARINO";2007;4
"Galvarino";9;2008;0;"DC";.42;"GALVARINO";2009;1
"Galvarino";9;2008;0;"DC";.42;"GALVARINO";2010;2
"Galvarino";9;2008;0;"DC";.42;"GALVARINO";2011;3
"Galvarino";9;2012;0;"IND";.52;"GALVARINO";2012;1
"General Lagos";1;2004;0;"RN";.49;"GENERAL LAGOS";2008;1
"General Lagos";1;2004;0;"RN";.49;"GENERAL LAGOS";2007;2
"General Lagos";1;2004;0;"RN";.49;"GENERAL LAGOS";2006;3
"General Lagos";1;2004;0;"RN";.49;"GENERAL LAGOS";2005;4
"General Lagos";1;2008;0;"RN";.48;"GENERAL LAGOS";2009;1
"General Lagos";1;2008;0;"RN";.48;"GENERAL LAGOS";2010;2
"General Lagos";1;2008;0;"RN";.48;"GENERAL LAGOS";2011;3
"General Lagos";1;2012;0;"RN";.5;"GENERAL LAGOS";2012;1
"Gorbea";9;2004;0;"IND";.37;"GORBEA";2007;1
"Gorbea";9;2004;0;"IND";.37;"GORBEA";2006;2
"Gorbea";9;2004;0;"IND";.37;"GORBEA";2005;3
"Gorbea";9;2004;0;"IND";.37;"GORBEA";2008;4
"Gorbea";9;2008;0;"UDI";.47;"GORBEA";2009;1
"Gorbea";9;2008;0;"UDI";.47;"GORBEA";2010;2
"Gorbea";9;2008;0;"UDI";.47;"GORBEA";2011;3
"Gorbea";9;2012;0;"PRSD";.51;"GORBEA";2012;1
"Graneros";6;2004;0;"PDC";.5;"GRANEROS";2007;1
"Graneros";6;2004;0;"PDC";.5;"GRANEROS";2008;2
"Graneros";6;2004;0;"PDC";.5;"GRANEROS";2006;3
"Graneros";6;2004;0;"PDC";.5;"GRANEROS";2005;4
"Graneros";6;2008;0;"DC";.46;"GRANEROS";2009;1
"Graneros";6;2008;0;"DC";.46;"GRANEROS";2010;2
"Graneros";6;2008;0;"DC";.46;"GRANEROS";2011;3
"Graneros";6;2012;0;"IND";.5;"GRANEROS";2012;1
"Guaitecas";11;2004;0;"RN";.51;"GUAITECAS";2006;1
"Guaitecas";11;2004;0;"RN";.51;"GUAITECAS";2007;2
"Guaitecas";11;2004;0;"RN";.51;"GUAITECAS";2008;3
"Guaitecas";11;2004;0;"RN";.51;"GUAITECAS";2005;4
"Guaitecas";11;2008;0;"RN";.44;"GUAITECAS";2009;1
"Guaitecas";11;2008;0;"RN";.44;"GUAITECAS";2010;2
"Guaitecas";11;2008;0;"RN";.44;"GUAITECAS";2011;3
"Guaitecas";11;2012;0;"IND";.58;"GUAITECAS";2012;1
"Hijuelas";5;2004;0;"RN";.46;"HIJUELAS";2007;1
"Hijuelas";5;2004;0;"RN";.46;"HIJUELAS";2008;2
"Hijuelas";5;2004;0;"RN";.46;"HIJUELAS";2005;3
"Hijuelas";5;2004;0;"RN";.46;"HIJUELAS";2006;4
"Hijuelas";5;2008;1;"UDI";.67;"HIJUELAS";2009;1
"Hijuelas";5;2008;1;"UDI";.67;"HIJUELAS";2010;2
"Hijuelas";5;2008;1;"UDI";.67;"HIJUELAS";2011;3
"Hijuelas";5;2012;1;"UDI";.78;"HIJUELAS";2012;1
"Hualaihué";10;2004;0;"RN";.4;"HUALAIHUE";2006;1
"Hualaihué";10;2004;0;"RN";.4;"HUALAIHUE";2005;2
"Hualaihué";10;2004;0;"RN";.4;"HUALAIHUE";2008;3
"Hualaihué";10;2004;0;"RN";.4;"HUALAIHUE";2007;4
"Hualaihué";10;2008;0;"PPD";.4;"HUALAIHUE";2009;1
"Hualaihué";10;2008;0;"PPD";.4;"HUALAIHUE";2010;2
"Hualaihué";10;2008;0;"PPD";.4;"HUALAIHUE";2011;3
"Hualaihué";10;2012;0;"PPD";.52;"HUALAIHUE";2012;1
"Hualañé";7;2004;0;"PDC";.58;"HUALAÑE";2007;1
"Hualañé";7;2004;0;"PDC";.58;"HUALAÑE";2008;2
"Hualañé";7;2004;0;"PDC";.58;"HUALAÑE";2005;3
"Hualañé";7;2004;0;"PDC";.58;"HUALAÑE";2006;4
"Hualañé";7;2008;0;"RN";.51;"HUALAÑE";2009;1
"Hualañé";7;2008;0;"RN";.51;"HUALAÑE";2010;2
"Hualañé";7;2008;0;"RN";.51;"HUALAÑE";2011;3
"Hualañé";7;2012;0;"RN";.51;"HUALAÑE";2012;1
"Hualpen";8;2004;0;"PPD";.48;"HUALPEN";2007;1
"Hualpen";8;2004;0;"PPD";.48;"HUALPEN";2008;2
"Hualpen";8;2004;0;"PPD";.48;"HUALPEN";2006;3
"Hualpen";8;2004;0;"PPD";.48;"HUALPEN";2005;4
"Hualpen";8;2008;0;"PPD";.74;"HUALPEN";2009;1
"Hualpen";8;2008;0;"PPD";.74;"HUALPEN";2010;2
"Hualpen";8;2008;0;"PPD";.74;"HUALPEN";2011;3
"Hualpen";8;2012;1;"PPD";.39;"HUALPEN";2012;1
"Hualqui";8;2004;0;"PDC";.39;"HUALQUI";2006;1
"Hualqui";8;2004;0;"PDC";.39;"HUALQUI";2008;2
"Hualqui";8;2004;0;"PDC";.39;"HUALQUI";2007;3
"Hualqui";8;2004;0;"PDC";.39;"HUALQUI";2005;4
"Hualqui";8;2008;0;"IND";.48;"HUALQUI";2009;1
"Hualqui";8;2008;0;"IND";.48;"HUALQUI";2010;2
"Hualqui";8;2008;0;"IND";.48;"HUALQUI";2011;3
"Hualqui";8;2012;0;"IND";.74;"HUALQUI";2012;1
"Huara";1;2004;0;"PRSD";.27;"HUARA";2006;1
"Huara";1;2004;0;"PRSD";.27;"HUARA";2008;2
"Huara";1;2004;0;"PRSD";.27;"HUARA";2005;3
"Huara";1;2004;0;"PRSD";.27;"HUARA";2007;4
"Huara";1;2008;0;"RN";.49;"HUARA";2009;1
"Huara";1;2008;0;"RN";.49;"HUARA";2010;2
"Huara";1;2008;0;"RN";.49;"HUARA";2011;3
"Huara";1;2012;0;"PRSD";.55;"HUARA";2012;1
"Huasco";3;2004;0;"PPD";.71;"HUASCO";2005;1
"Huasco";3;2004;0;"PPD";.71;"HUASCO";2007;2
"Huasco";3;2004;0;"PPD";.71;"HUASCO";2008;3
"Huasco";3;2004;0;"PPD";.71;"HUASCO";2006;4
"Huasco";3;2008;0;"PPD";.35;"HUASCO";2009;1
"Huasco";3;2008;0;"PPD";.35;"HUASCO";2010;2
"Huasco";3;2008;0;"PPD";.35;"HUASCO";2011;3
"Huasco";3;2012;0;"PPD";.69;"HUASCO";2012;1
"Huechuraba";13;2004;1;"UDI";.57;"HUECHURABA";2006;1
"Huechuraba";13;2004;1;"UDI";.57;"HUECHURABA";2007;2
"Huechuraba";13;2004;1;"UDI";.57;"HUECHURABA";2008;3
"Huechuraba";13;2004;1;"UDI";.57;"HUECHURABA";2005;4
"Huechuraba";13;2008;1;"IND";.59;"HUECHURABA";2009;1
"Huechuraba";13;2008;1;"IND";.59;"HUECHURABA";2010;2
"Huechuraba";13;2008;1;"IND";.59;"HUECHURABA";2011;3
"Huechuraba";13;2012;0;"PPD";.47;"HUECHURABA";2012;1
"Illapel";4;2004;0;"PS";.82;"ILLAPEL";2008;1
"Illapel";4;2004;0;"PS";.82;"ILLAPEL";2007;2
"Illapel";4;2004;0;"PS";.82;"ILLAPEL";2005;3
"Illapel";4;2004;0;"PS";.82;"ILLAPEL";2006;4
"Illapel";4;2008;0;"IND";.58;"ILLAPEL";2009;1
"Illapel";4;2008;0;"IND";.58;"ILLAPEL";2010;2
"Illapel";4;2008;0;"IND";.58;"ILLAPEL";2011;3
"Illapel";4;2012;0;"IND";.6;"ILLAPEL";2012;1
"Independencia";13;2004;0;"RN";.49;"INDEPENDENCIA";2007;1
"Independencia";13;2004;0;"RN";.49;"INDEPENDENCIA";2008;2
"Independencia";13;2004;0;"RN";.49;"INDEPENDENCIA";2006;3
"Independencia";13;2004;0;"RN";.49;"INDEPENDENCIA";2005;4
"Independencia";13;2008;0;"RN";.51;"INDEPENDENCIA";2009;1
"Independencia";13;2008;0;"RN";.51;"INDEPENDENCIA";2010;2
"Independencia";13;2008;0;"RN";.51;"INDEPENDENCIA";2011;3
"Independencia";13;2012;0;"PS";.57;"INDEPENDENCIA";2012;1
"Iquique";1;2004;0;"IND";.52;"IQUIQUE";2007;1
"Iquique";1;2004;0;"IND";.52;"IQUIQUE";2006;2
"Iquique";1;2004;0;"IND";.52;"IQUIQUE";2008;3
"Iquique";1;2004;0;"IND";.52;"IQUIQUE";2005;4
"Iquique";1;2008;1;"IND";.52;"IQUIQUE";2009;1
"Iquique";1;2008;1;"IND";.52;"IQUIQUE";2010;2
"Iquique";1;2008;1;"IND";.52;"IQUIQUE";2011;3
