codigo;municipio;educasistencia;educretirobasica;educretiromedia;educmatricula;year;saludtotal;saludpersonal;saludpersporcentaje;saludfunc;saludfuncporcentaje;saludinversion;saludinvporcentaje;saludcapacit;saludcapacitporcentaje;saludtotalpc;eductotal;educnacional;educsubvencion;educmineduc;educmunic;educmunicporcentaje;educmuncipgastoporcentaje;mujeresindigente;mujerespobreza;mujeresfuncionarias;mujeresfuncprofes;mujeresdirectivo;pobreza;dom_comuna;urb;rur;dens;region;condom;usingcont
2101;"ANTOFAGASTA";85.87;1.39;3.95;46584;2011;1.26e+07;8079620;64.05;3452329;27.37;189083;1.5;143368;1.77;"60";4.69e+07;4.48e+07;2.34e+07;49.97;2085000;4.45;4.02;44.9;64.71;46.29;21.36;1.94;6.565714;"ANTOFAGASTA";100;0;"12.14";2;.5420764;.8311667
2302;"MARÍA ELENA";89.18;1.91;4.17;1241;2011;160098;105791;66.08;54035;33.75;0;0;150;.14;"Costo Fijo";1433239;1059548;785942;54.84;373691;26.07;16.41;51.42;70.85;51.72;20;0;5.914286;"MARIA ELENA";98.33;1.67;"0.3";2;.5420764;.8311667
2202;"OLLAGÜE";87.09;0;0;28;2011;39268;26781;68.2;12487;31.8;0;0;96;.36;"Costo Fijo";181500;121500;36713;20.23;60000;33.06;5.62;57.58;78.79;36.36;25;25;12.34286;"OLLAGUE";0;100;"0.08";2;.5420764;.8311667
2102;"MEJILLONES";87.08;1.7;9.18;2243;2011;99;99;99;99;99;99;99;99;99;"Costo Fijo";2244774;1791274;1449572;64.58;453500;20.2;10.92;47.36;70.11;42.11;0;6.25;5.525714;"MEJILLONES";96.02;3.98;"2.92";2;.5420764;.8311667
2104;"TALTAL";87.53;.8;4.51;2949;2011;24048;18047;75.05;6001;24.95;0;0;0;0;"Costo Fijo";2590518;2571453;2086517;80.54;19065;.74;.36;47.83;68.93;50;20;0;7.954286;"TALTAL";82.91;17.09;"0.52";2;.5420764;.8311667
2301;"TOCOPILLA";86.2;1.65;4.97;4967;2011;99;99;99;99;99;99;99;99;99;"Costo Fijo";4194739;3933440;3627862;86.49;261299;6.23;8.8;50.98;73.02;36.46;14.29;2.86;12.32;"TOCOPILLA";95.13;4.87;"5.28";2;.5420764;.8311667
2201;"CALAMA";86.74;1.02;2.53;24846;2011;5057002;3586450;70.92;1301578;25.74;0;0;17479;.49;"47";2.25e+07;2.25e+07;1.56e+07;69.2;0;0;0;48.43;67.63;53.88;9.01;4.5;9.611428;"CALAMA";98.82;1.18;"9.54";2;.5420764;.8311667
2103;"SIERRA GORDA";82.83;0;0;216;2011;322878;230105;71.27;84625;26.21;0;0;820;.36;"Costo Fijo";708848;208848;148504;20.95;500000;70.54;10.35;43.72;62.84;62.96;5.88;23.53;2.44;"SIERRA GORDA";0;100;"0.29";2;.5420764;.8311667
2104;"TALTAL";84.41;1.77;2.22;2951;2012;40076;28819;71.91;11257;28.09;0;0;0;0;"Costo Fijo";2712258;2692258;2277935;83.99;20000;.74;.57;52.24;75.41;47.5;5.26;5.26;7.954286;"TALTAL";82.94;17.06;"0.52";2;.5420764;.8311667
2301;"TOCOPILLA";84.23;1.83;2.92;4768;2012;99;99;99;99;99;99;99;99;99;"99";4740436;4653998;4042291;85.27;86438;1.82;2.53;56.61;80.13;36.08;14.29;2.86;12.32;"TOCOPILLA";94.89;5.11;"5.21";2;.5420764;.8311667
2302;"MARÍA ELENA";85.58;.61;4.96;1165;2012;187963;149885;79.74;31464;16.74;0;0;0;0;"Costo Fijo";1314589;990151;849502;64.62;324438;24.68;13.09;48.91;70.31;60;0;0;5.914286;"MARIA ELENA";98.36;1.64;"0.28";2;.5420764;.8311667
2102;"MEJILLONES";75.26;2.58;6.95;2397;2012;99;99;99;99;99;99;99;99;99;"99";2567219;2262219;1691887;65.9;305000;11.88;4.16;50.7;72.31;41.46;0;5.88;5.525714;"MEJILLONES";96.32;3.68;"2.98";2;.5420764;.8311667
2103;"SIERRA GORDA";75;2.01;0;248;2012;550738;261172;47.42;144263;26.19;0;0;3537;1.35;"Costo Fijo";812715;317005;207735;25.56;495710;60.99;6.36;54.42;71.63;56.37333;7.253334;13.72667;2.44;"SIERRA GORDA";0;100;"0.3";2;.5420764;.8311667
2202;"OLLAGÜE";90;6.45;0;30;2012;40224;29835;74.17;9668;24.04;0;0;0;0;"Costo Fijo";245704;185704;56465;22.98;60000;24.42;5.24;57.58;81.82;36.36;25;25;12.34286;"OLLAGUE";0;100;"0.08";2;.5420764;.8311667
2203;"SAN PEDRO DE ATACAMA";81.2;2.03;7.1;1383;2012;739696;476890;64.47;205751;27.82;0;0;6755;1.42;"Costo Fijo";2262504;1891417;1393673;61.6;371087;16.4;9.32;54.44;73.16;56.25;44.44;44.44;4.508572;"SAN PEDRO DE ATACAMA";40.46;59.54;"0.42";2;.5420764;.8311667
2101;"ANTOFAGASTA";84.3;1.59;6.2;41662;2012;1.37e+07;1.10e+07;80.21;3531476;25.71;0;0;143017;1.3;"65";4.97e+07;4.49e+07;2.52e+07;50.77;4796352;9.65;6.61;49.66;69.81;43.47;18.65;1.55;6.565714;"ANTOFAGASTA";100;0;"12.34";2;.5420764;.8311667
2201;"CALAMA";88.45;1.63;4.86;22844;2012;5898669;4164398;70.6;1634794;27.71;0;0;22067;.53;"60";2.64e+07;2.62e+07;1.73e+07;65.6;150000;.57;.78;51.35;70.94;52.07;10.62;3.54;9.611428;"CALAMA";98.82;1.18;"9.55";2;.5420764;.8311667
3302;"ALTO DEL CARMEN";90.13;.8;4.41;902;2006;248914;188557;75.75;31841;12.79;28516;11.46;321;.17;"49";998437;802165;637378;63.84;196272;19.66;14.03;57.77833;82.63834;40.518;2.5;33.212;4.34;"ALTO DEL CARMEN";0;100;"0.82";3;.4555495;.7208671
3201;"CHAÑARAL";89.68;.97;10.49;3131;2006;240673;157997;65.65;79909;33.2;2767;1.15;1679;1.06;"23";1702541;1633167;1523981;89.51;69374;4.07;3.77;52.77667;76.19;44.564;4.094;3.452;16.24857;"CHAÑARAL";97.68;2.32;"2.3";3;.4555495;.7208671
3304;"HUASCO";93.87;.67;3.56;1681;2006;119357;93800;78.59;25557;21.41;0;0;0;0;"21";999618;984868;906353;90.67;14750;1.48;1.14;61.24166;81.79333;49.5;8.608;5.48;8.454286;"HUASCO";79.5;20.5;"5.04";3;.4555495;.7208671
3301;"VALLENAR";90.35;.66;2.48;10651;2006;1098572;882660;80.35;214046;19.48;1866;.17;729;.08;"35";6032688;6030688;5256648;87.14;2000;.03;.05;67.735;86.59;49.5675;18.01;5.3525;12.60571;"VALLENAR";90.14;9.86;"6.76";3;.4555495;.7208671
3101;"COPIAPÓ";89.02;1.7;3.22;23022;2006;2156152;1932686;89.64;213536;9.9;9930;.46;7707;.4;"24";1.12e+07;1.07e+07;9770805;87.39;526895;4.71;5.61;60.65833;79.57333;45.58;19.136;5.16;14.74;"COPIAPO";97.25;2.75;"8.96";3;.4555495;.7208671
3103;"TIERRA AMARILLA";87.59;1.86;.97;2249;2006;488818;379333;77.6;97116;19.87;12369;2.53;1378;.36;"39";1394561;1157722;1128121;80.89;236839;16.98;11.77;67.30334;85.58167;44.805;2.5;10.26333;13.38857;"TIERRA AMARILLA";62.55;37.45;"1.22";3;.4555495;.7208671
3303;"FREIRINA";90.34;1.21;7.03;1284;2006;265768;168657;63.46;95031;35.76;2080;.78;0;0;"46";752552;740682;684168;90.91;11870;1.58;1.09;48.44;75.18166;50.048;0;16.988;8.797143;"FREIRINA";57.12;42.88;"1.64";3;.4555495;.7208671
3102;"CALDERA";86.76;1.04;7.54;2334;2006;701334;545478;77.78;155806;22.22;50;.01;1060;.19;"44";1382237;1211385;1125375;81.42;170852;12.36;7.73;72.92;87.715;52.98;4.64;19.062;15.14286;"CALDERA";99.13;.87;"3.15";3;.4555495;.7208671
3202;"DIEGO DE ALMAGRO";88.05;.76;2.3;2234;2006;256604;178390;69.52;78214;30.48;0;0;40;.02;"Costo Fijo";1297801;1173888;1113041;85.76;123913;9.55;5.14;59.12833;77.45;49.42667;2.523333;8.556666;6.608572;"DIEGO DE ALMAGRO";94.69;5.31;"0.79";3;.4555495;.7208671
3101;"COPIAPÓ";87.96;1.51;4.13;22376;2007;2648184;2410950;91.04;234485;8.85;2749;.1;8347;.35;"28";1.20e+07;1.19e+07;1.06e+07;88.7;122506;1.02;1.17;66.46;82.14;45.58;19.136;5.16;14.74;"COPIAPO";97.16;2.84;"9.13";3;.4702619;.722016
3201;"CHAÑARAL";88.66;.98;11.23;3016;2007;299859;190905;63.66;103918;34.66;5036;1.68;482;.25;"28";2018345;1972228;1861140;92.21;46117;2.28;1.78;51.03;71.7;44.564;4.094;3.452;16.24857;"CHAÑARAL";97.75;2.25;"2.28";3;.4702619;.722016
3103;"TIERRA AMARILLA";87.34;2.11;1.58;2125;2007;1337888;1058794;77.66167;0;16.15833;2602.667;.4533333;0;.2483333;"";1551873;1285881;1155711;74.47;265992;17.14;9.05;64.9;82.84;44.805;2.5;10.26333;13.38857;"TIERRA AMARILLA";61.6;38.4;"1.23";3;.4702619;.722016
3303;"FREIRINA";92.36;.9;1.31;1230;2007;317487;196253;61.81;121234;38.19;0;0;0;0;"49";874560;794349;716390;81.91;80211;9.17;6.79;48.11;71.4;50.048;0;16.988;8.797143;"FREIRINA";56.27;43.73;"1.64";3;.4702619;.722016
3301;"VALLENAR";91.04;1.12;4.13;10397;2007;1407898;1184512;84.13;209229;14.86;14157;1.01;511;.04;"40";7288840;7275540;6446188;88.44;13300;.18;.32;67.55;87.61;49.5675;18.01;5.3525;12.60571;"VALLENAR";90.15;9.85;"6.72";3;.4702619;.722016
3102;"CALDERA";86.08;.93;6.91;2248;2007;780213;605481;77.6;150732;19.32;24000;3.08;157;.03;"47";1533078;1414269;1256095;81.93;118809;7.75;4.7;76.17;90.27;52.98;4.64;19.062;15.14286;"CALDERA";99.11;.89;"3.18";3;.4702619;.722016
3202;"DIEGO DE ALMAGRO";89.67;.92;3.04;2168;2007;217216;177646;81.78;39570;18.22;0;0;0;0;"Costo Fijo";1547152;1412270;1300914;84.08;134882;8.72;4.72;67.72;84.25;49.42667;2.523333;8.556666;6.608572;"DIEGO DE ALMAGRO";94.67;5.33;"0.75";3;.4702619;.722016
3302;"ALTO DEL CARMEN";89.61;.49;2.03;914;2007;351434;269930;76.81;38350;10.91;43154;12.28;1343;.5;"73";1108026;920225;741200;66.89;187801;16.95;12.41;59.35;82.73;40.518;2.5;33.212;4.34;"ALTO DEL CARMEN";0;100;"0.82";3;.4702619;.722016
3304;"HUASCO";93.76;1.02;5.18;1666;2007;154676;120427;77.86;34249;22.14;0;0;0;0;"23";1147960;1136795;1023996;89.2;11165;.97;.72;57.74;79.84;49.5;8.608;5.48;8.454286;"HUASCO";78.89;21.11;"5.03";3;.4702619;.722016
3103;"TIERRA AMARILLA";85.71;2.05;1.83;2051;2008;1017347;738433;72.58;214420;21.08;0;0;1332;.18;"79";2072164;1815919;1452548;70.1;256245;12.37;5.87;64.79;83.98;50;0;10.26333;13.38857;"TIERRA AMARILLA";60.52;39.48;"1.23";3;.4849743;.7231649
3102;"CALDERA";84.14;.7;9.52;2219;2008;1007688;812675;80.65;160337;15.91;0;0;360;.04;"62";1525047;1420897;1210655;79.38;104150;6.83;3.98;78.53;92.52;59.57;3.57;17.86;15.14286;"CALDERA";99.08;.92;"3.2";3;.4849743;.7231649
3202;"DIEGO DE ALMAGRO";86.55;1.12;3.42;2201;2008;249744;199071;79.71;18775;7.52;0;0;0;0;"90";1695647;1603731;1407337;83;91916;5.42;3.37;54.41;73.38;49.42667;2.523333;8.556666;6.608572;"DIEGO DE ALMAGRO";94.83;5.17;"0.72";3;.4849743;.7231649
3304;"HUASCO";92.34;.91;5.89;1644;2008;228933;189756;82.89;38590;16.86;0;0;669;.35;"36";1506013;1498563;1096766;72.83;7450;.49;.39;53.58;75.6;45.95;5.88;5.88;8.454286;"HUASCO";78.37;21.63;"5.02";3;.4849743;.7231649
3101;"COPIAPÓ";84.81;1.27;3.49;22031;2008;3349129;2846719;85;408730;12.2;0;0;7140;.25;"34";1.43e+07;1.42e+07;1.21e+07;84.72;75600;.53;.62;59.46;80.07;44.02;20.65;5.43;14.74;"COPIAPO";97.01;2.99;"9.3";3;.4849743;.7231649
3201;"CHAÑARAL";86.86;1.22;8.63;2907;2008;273086;196289;71.88;66788;24.46;0;0;1435;.73;"26";2209815;2185095;2156908;97.61;24720;1.12;.79;41.07;65.58;57.45;0;3.7;16.24857;"CHAÑARAL";97.89;2.11;"2.26";3;.4849743;.7231649
3303;"FREIRINA";90.21;1.18;7.58;1236;2008;303316;220100;72.56;72786;24;0;0;460;.21;"49";991490;981354;790263;79.7;10136;1.02;.69;43.6;70.5;53.57;0;26.67;8.797143;"FREIRINA";55.55;44.45;"1.64";3;.4849743;.7231649
3301;"VALLENAR";89.27;.76;5.02;10155;2008;1590431;1367763;86;171298;10.77;0;0;155;.01;"41";8208166;7957865;7135379;86.93;250301;3.05;4.72;63.69;84.49;47.41;14.06;4.69;12.60571;"VALLENAR";90.15;9.85;"6.68";3;.4849743;.7231649
3302;"ALTO DEL CARMEN";87.53;.86;3.65;906;2008;343089;309267;90.14;33782;9.85;0;0;3098;1;"73";1154378;990676;766446;66.39;163702;14.18;9.69;51.46;76.61;35.29;0;33.33;4.34;"ALTO DEL CARMEN";0;100;"0.81";3;.4849743;.7231649
3302;"ALTO DEL CARMEN";87.5;.86;3.93;901;2009;475936;410993;86.35;63831;13.41;0;0;5663;1.38;"106";1392441;1222679;761373;54.68;169762;12.19;10.34;61.68;85.53;35.29;0;33.33;4.34;"ALTO DEL CARMEN";0;100;"0.81";3;.5032516;.7667888
3301;"VALLENAR";88.62;.61;2.29;9885;2009;1721229;1473471;85.61;229519;13.33;0;0;548;.04;"44";8641350;8334060;6884082;79.66;307290;3.56;4.64;70.79;87.96;49.5675;18.01;5.3525;12.60571;"VALLENAR";89.91;10.09;"6.65";3;.5032516;.7667888
3303;"FREIRINA";88.05;.82;2.63;1240;2009;328702;253170;77.02;73310;22.3;0;0;0;0;"57";1047071;1002624;894256;85.41;44447;4.24;3.54;51.24;78.26;64.29;0;22.22;8.797143;"FREIRINA";54.86;45.14;"1.64";3;.5032516;.7667888
3201;"CHAÑARAL";85.32;.98;6.93;2833;2009;410987;338683;82.41;56244;13.69;0;0;466;.14;"42";1786442;1771442;1756933;98.35;15000;.84;.61;57.51;81.53;43.75;7.14;3.57;16.24857;"CHAÑARAL";97.92;2.08;"2.24";3;.5032516;.7667888
3101;"COPIAPÓ";83.66;1.06;3.04;21593;2009;4053036;3418898;84.35;573623;14.15;0;0;11658;.34;"40";5087647;5066463;4761100;93.58;21184;.42;.16;67.28;83.85;44.65;19.79;5.21;14.74;"COPIAPO";97.08;2.92;"9.48";3;.5032516;.7667888
3304;"HUASCO";89.23;.59;3.77;1622;2009;283732;213323;75.18;68223;24.04;0;0;1037;.49;"45";1669445;1661229;1150497;68.91;8216;.49;.43;67.25;85.95;43.59;11.76;5.88;8.454286;"HUASCO";77.89;22.11;"5.01";3;.5032516;.7667888
3102;"CALDERA";82.8;.74;3.77;2261;2009;1100578;880367;79.99;163175;14.83;0;0;1231;.14;"67";2016980;1878577;1359904;67.42;138403;6.86;4.17;77.58;90.18;38.46;6.67;33.33;15.14286;"CALDERA";99.07;.93;"3.22";3;.5032516;.7667888
3103;"TIERRA AMARILLA";86.26;.68;1.65;2053;2009;1075660;880343;81.84;189363;17.6;0;0;8246;.94;"76";2445621;2248121;1624897;66.44;197500;8.08;5.76;71.58;89.41;43.48;10;15;13.38857;"TIERRA AMARILLA";59.51;40.49;"1.24";3;.5032516;.7667888
3202;"DIEGO DE ALMAGRO";85.1;.39;2.3;2157;2009;252412;232143;91.97;20219;8.01;0;0;300;.13;"95";2025258;1917826;1633543;80.66;107432;5.3;2.8;58.53;77.25;49.42667;2.523333;8.556666;6.608572;"DIEGO DE ALMAGRO";94.39;5.61;"0.69";3;.5032516;.7667888
3202;"DIEGO DE ALMAGRO";85.01;.81;1.63;2248;2010;253886;218448;86.04;32827;12.93;0;0;0;0;"64";2324104;2209819;1949847;83.9;114285;4.92;3.64;57.97;77.54;41.3;0;10.53;6.608572;"DIEGO DE ALMAGRO";94.3;5.7;"0.65";3;.5215288;.8104128
3102;"CALDERA";83.77;.94;4.01;2169;2010;1188908;939793;79.05;175487;14.76;0;0;867;.09;"74";2289479;2204069;1794362;78.37;85410;3.73;2.66;70.95;86.29;50;5.26;21.05;15.14286;"CALDERA";99.06;.94;"3.24";3;.5215288;.8104128
3201;"CHAÑARAL";85.94;1.53;9.04;2689;2010;427779;343524;80.3;76940;17.99;0;0;148;.04;"40";2368794;2271988;2217808;93.63;96806;4.09;3.67;55.53;80.55;40.54;3.33;3.33;16.24857;"CHAÑARAL";98;2;"2.22";3;.5215288;.8104128
3103;"TIERRA AMARILLA";85.29;1.03;1.18;1938;2010;1347367;1003767;74.5;218809;16.24;0;0;0;0;"90";2747471;2529711;1663691;60.55;217760;7.93;5.68;67.95;87.22;44.44;0;0;13.38857;"TIERRA AMARILLA";58.52;41.48;"1.24";3;.5215288;.8104128
3302;"ALTO DEL CARMEN";88.95;.51;1.65;905;2010;499283;427008;85.52;71575;14.34;0;0;3763;.88;"112";1704083;1343530;850058;49.88;360553;21.16;18.26;58.63;84.4;37.5;0;33.33;4.34;"ALTO DEL CARMEN";0;100;"0.81";3;.5215288;.8104128
3304;"HUASCO";91.05;.77;4.14;1564;2010;296858;231283;77.91;63003;21.22;0;0;100;.04;"50";1531506;1521255;1177479;76.88;10251;.67;.42;63.84;84.96;48.57;5.88;5.88;8.454286;"HUASCO";77.3;22.7;"5";3;.5215288;.8104128
3303;"FREIRINA";90.83;.99;4.97;1189;2010;415816;322161;77.48;87918;21.14;0;0;70;.02;"65";1360872;1312846;1076999;79.14;48026;3.53;3.36;49.18;79.58;0;0;0;8.797143;"FREIRINA";54.01;45.99;"1.64";3;.5215288;.8104128
3101;"COPIAPÓ";84.89;1.16;4.33;20705;2010;4842438;4227146;87.29;485272;10.02;0;0;360;.01;"43";1.88e+07;1.87e+07;1.60e+07;85.12;69331;.37;.46;59.19;78.88;45.32;18.48;5.43;14.74;"COPIAPO";97.01;2.99;"9.65";3;.5215288;.8104128
3301;"VALLENAR";89.36;.54;3.09;9502;2010;2022014;1796805;88.86;180647;8.93;0;0;50;0;"47";1.01e+07;9616959;7447611;73.99;449376;4.46;6.58;66.87;86.81;50.39;26.56;6.25;12.60571;"VALLENAR";89.86;10.14;"6.61";3;.5215288;.8104128
3101;"COPIAPÓ";83.66;1.43;.88;23136;2011;5204931;4207791;80.84;735748;14.14;0;0;2933;.07;"44";1.60e+07;1.59e+07;1.43e+07;89.5;68543;.43;.38;54.13;74.67;46.73;18.28;4.3;14.74;"COPIAPO";96.95;3.05;"9.82";3;.5398061;.8540367
3304;"HUASCO";92.19;.62;6.86;1699;2011;376003;282002;75;92001;24.47;0;0;1000;.35;"62";1515084;1492584;1182981;78.08;22500;1.49;1.02;62.03;80.55;52.63;10;5;8.454286;"HUASCO";76.71;23.29;"5";3;.5398061;.8540367
3303;"FREIRINA";88.48;1.16;6.55;1327;2011;451074;363005;80.48;79722;17.67;0;0;158;.04;"63";1434385;1366424;1062321;74.06;67961;4.74;4.02;46.97;73.2;67.86;0;21.05;8.797143;"FREIRINA";53.2;46.8;"1.64";3;.5398061;.8540367
3302;"ALTO DEL CARMEN";87.69;.66;5.26;976;2011;479193;419046;87.45;60087;12.54;0;0;130;.03;"89";1795072;1490230;804048;44.79;304842;16.98;12.1;54.88;79.37;41.18;0;28.57;4.34;"ALTO DEL CARMEN";0;100;"0.81";3;.5398061;.8540367
3102;"CALDERA";82.45;1.37;4.03;2452;2011;1256717;955277;76.01;190807;15.18;0;0;1191;.12;"75";2599406;2420084;1763419;67.84;179322;6.9;4.81;65.15;81.94;59.09;3.85;15.38;15.14286;"CALDERA";99.05;.95;"3.26";3;.5398061;.8540367
3103;"TIERRA AMARILLA";86.44;1.1;1.82;2165;2011;2398506;2199300;91.69;188917;7.88;0;0;236;.01;"155";2336507;2055101;1753243;75.04;281406;12.04;5.97;65.86;83.69;44.805;2.5;10.26333;13.38857;"TIERRA AMARILLA";57.44;42.56;"1.24";3;.5398061;.8540367
3201;"CHAÑARAL";86.8;.8;3.09;2747;2011;507377;388985;76.67;87745;17.29;0;0;155;.04;"45";2209637;2137837;2027037;91.74;71800;3.25;2.57;53.33;76.23;40.54;3.33;3.33;16.24857;"CHAÑARAL";98.08;1.92;"2.2";3;.5398061;.8540367
3202;"DIEGO DE ALMAGRO";85.84;.47;2.44;2530;2011;313950;238184;75.87;52817;16.82;0;0;885;.37;"70";2741632;2646887;1902146;69.38;94745;3.46;1.84;56.02;74.03;52.08;4;8;6.608572;"DIEGO DE ALMAGRO";94.18;5.82;"0.62";3;.5398061;.8540367
3301;"VALLENAR";89.32;.69;2.02;10673;2011;2248123;2038146;90.66;172698;7.68;0;0;0;0;"50";9847625;9453766;7519233;76.36;393859;4;5.88;65.73;83.93;50.82;14.52;4.84;12.60571;"VALLENAR";89.75;10.25;"6.57";3;.5398061;.8540367
3202;"DIEGO DE ALMAGRO";82.76;.68;2.44;2297;2012;350315;292873;83.6;44325;12.65;0;0;464;.16;"71";2771132;2692006;2085048;75.24;79126;2.86;1.35;60.12;78.25;54.9;3.57;7.14;6.608572;"DIEGO DE ALMAGRO";94.06;5.94;"0.6";3;.5398061;.8540367
3201;"CHAÑARAL";84.09;1.16;11.7;2678;2012;606023;456829;75.38;123632;20.4;0;0;597;.13;"52";2635879;2430879;2305882;87.48;205000;7.78;6.36;58.19;81.55;40.54;6.67;3.33;16.24857;"CHAÑARAL";98.14;1.86;"2.18";3;.5398061;.8540367
3301;"VALLENAR";86.91;.89;3.78;9667;2012;2623199;2447731;93.31;134387;5.12;0;0;215;.01;"58";1.08e+07;1.06e+07;8395498;77.78;172133;1.59;2.25;71.78;88.74;49.65;16.9;5.63;12.60571;"VALLENAR";89.64;10.36;"6.52";3;.5398061;.8540367
3102;"CALDERA";77.15;1.03;4.46;2389;2012;1313851;1041734;79.29;205953;15.68;0;0;640;.06;"82";2819834;2580988;2021879;71.7;238846;8.47;5.24;69.14;85.09;57.78;3.85;7.69;15.14286;"CALDERA";99.02;.98;"3.28";3;.5398061;.8540367
3304;"HUASCO";79.75;.97;8.53;1847;2012;384848;295537;76.79;88894;23.1;0;0;691;.23;"63";1726286;1706586;1323812;76.69;19700;1.14;.72;63.01;83.86;56.76;9.52;4.76;8.454286;"HUASCO";76.1;23.9;"4.98";3;.5398061;.8540367
3302;"ALTO DEL CARMEN";84.29;.17;8.13;885;2012;593757;496837;83.68;96799;16.3;0;0;158;.03;"120";1543422;1358368;881349;57.1;185054;11.99;7.65;60.67;87.19;53.33;12.5;37.5;4.34;"ALTO DEL CARMEN";0;100;"0.81";3;.5398061;.8540367
3101;"COPIAPÓ";82.64;1.32;4.24;20635;2012;5842615;4821687;82.53;799671;13.69;23808;.41;2914;.06;"50";2.25e+07;2.20e+07;1.96e+07;87.35;459220;2.05;2.05;57.43;77.83;47.18;18.48;5.43;14.74;"COPIAPO";96.88;3.12;"10";3;.5398061;.8540367
3103;"TIERRA AMARILLA";81.51;2.81;1.8;2910;2012;1699631;1151585;67.76;242778;14.28;3247;.19;0;0;"108";3119337;2877765;2001230;64.16;241572;7.74;4.29;68.74;86.35;41.3;0;15.79;13.38857;"TIERRA AMARILLA";56.36;43.64;"1.25";3;.5398061;.8540367
3303;"FREIRINA";87.85;.73;8.81;1259;2012;488179;387495;79.38;99438;20.37;0;0;0;0;"69";1752785;1633421;1060664;60.51;119364;6.81;5.59;51.54;78.15;64.52;0;15;8.797143;"FREIRINA";52.41;47.59;"1.64";3;.5398061;.8540367
4204;"SALAMANCA";93.47;.18;.59;3523;2006;338584;255908;75.58;82676;24.42;0;0;0;0;"28";2183240;1962514;1852512;84.85;220726;10.11;10.42;50.61666;75.92834;37.626;20.652;5.438;17.26857;"SALAMANCA";55.39;44.61;"7.4";4;.4943217;.6658237
4202;"CANELA";95.23;.23;6.61;1720;2006;517235;356502;68.92;159233;30.79;1500;.29;234;.07;"55";1393604;1325958;1273435;91.38;67646;4.85;5.97;72.26334;91.67834;52.576;4.166;7.676;15.75714;"CANELA";18.34;81.66;"4.08";4;.4943217;.6658237
4101;"LA SERENA";92.44;.48;2.17;18663;2006;3624031;2267928;62.58;1271459;35.08;84644;2.34;10250;.45;"26";1.01e+07;1.00e+07;8827284;87.1;122100;1.2;.89;53.53;75.76334;45.222;15.866;5.046;14.74857;"LA SERENA";91.79;8.21;"100.76";4;.4943217;.6658237
4303;"MONTE PATRIA";91.93;.56;6.2;6148;2006;1138303;895872;78.7;214273;18.82;28158;2.47;3427;.38;"35";3437368;3406478;3107661;90.41;30890;.9;1.44;63.13167;87.47;44.558;12.366;9.888;15.50857;"MONTE PATRIA";46.26;53.74;"7.26";4;.4943217;.6658237
